pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
1,2010,John Wall,University of Kentucky,/players/w/walljo01.html,37,1288,202,438,37,114,175,232,30,159,241,66,19,149,72,616,.461,.325,.754,34.8,16.6,4.3,6.5
2,2010,Evan Turner,Ohio State University,/players/t/turneev01.html,101,1108,539,1073,54,149,385,508,62,682,414,159,74,352,86,1517,.502,.362,.758,35.7,15.0,6.8,4.1
3,2010,Derrick Favors,Georgia Institute of Technology,/players/f/favorde01.html,36,989,179,293,0,1,90,143,108,303,37,32,74,90,94,448,.611,.000,.629,27.5,12.4,8.4,1.0
4,2010,Wesley Johnson,Syracuse University,/players/j/johnswe01.html,93,1224,462,1017,130,373,239,311,75,650,150,106,108,138,72,1293,.454,.349,.768,35.0,13.9,7.0,1.6
5,2010,DeMarcus Cousins,University of Kentucky,/players/c/couside01.html,38,893,206,369,1,6,162,268,154,374,38,37,67,78,122,575,.558,.167,.604,23.5,15.1,9.8,1.0
6,2010,Ekpe Udoh,Baylor University,/players/u/udohek01.html,103,1264,343,726,13,45,168,259,129,650,154,79,292,123,87,867,.472,.289,.649,35.1,8.4,6.3,1.5
7,2010,Greg Monroe,Georgetown University,/players/m/monrogr01.html,65,1164,345,635,9,33,243,359,74,531,207,99,97,189,87,942,.543,.273,.677,34.2,14.5,8.2,3.2
8,2010,Al-Farouq Aminu,Wake Forest University,/players/a/aminual01.html,62,970,313,657,25,105,241,351,133,585,87,74,82,180,91,892,.476,.238,.687,31.3,14.4,9.4,1.4
9,2010,Gordon Hayward,Butler University,/players/h/haywago01.html,69,1239,298,634,116,314,280,340,72,512,125,88,60,138,78,992,.470,.369,.824,33.5,14.4,7.4,1.8
10,2010,Paul George,California State University, Fresno,/players/g/georgpa01.html,63,962,320,716,122,308,212,264,55,422,151,123,58,173,84,974,.447,.396,.803,33.2,15.5,6.7,2.4
11,2010,Cole Aldrich,University of Kansas,/players/a/aldrico01.html,111,963,391,681,0,0,256,351,110,860,72,59,253,133,92,1038,.574,,.729,26.8,9.4,7.7,0.6
12,2010,Xavier Henry,University of Kansas,/players/h/henryxa01.html,36,990,162,354,69,165,90,115,43,157,53,54,18,69,66,483,.458,.418,.783,27.5,13.4,4.4,1.5
13,2010,Ed Davis,University of North Carolina,/players/d/davised01.html,61,641,210,383,0,0,142,228,66,470,44,24,129,86,42,562,.548,,.623,27.9,9.2,7.7,0.7
14,2010,Patrick Patterson,University of Kentucky,/players/p/pattepa01.html,97,1255,617,1054,24,73,306,417,116,791,146,69,152,159,61,1564,.585,.329,.734,33.0,16.1,8.2,1.5
15,2010,Larry Sanders,Virginia Commonwealth University,/players/s/sandela01.html,101,941,415,798,4,16,210,364,106,776,51,59,277,155,103,1044,.520,.250,.577,26.9,10.3,7.7,0.5
16,2010,Luke Babbitt,University of Nevada, Reno,/players/b/babbilu01.html,68,1260,445,927,75,178,351,393,70,554,119,59,51,146,87,1316,.480,.421,.893,37.1,19.4,8.1,1.8
18,2010,Eric Bledsoe,University of Kentucky,/players/b/bledser01.html,37,1122,144,312,49,128,82,123,19,114,107,52,12,112,82,419,.462,.383,.667,30.3,11.3,3.1,2.9
19,2010,Avery Bradley,University of Texas at Austin,/players/b/bradlav01.html,34,1003,159,368,42,112,36,66,33,98,71,44,18,52,80,396,.432,.375,.545,29.5,11.6,2.9,2.1
20,2010,James Anderson,Oklahoma State University,/players/a/anderja01.html,101,1124,583,1268,225,600,420,527,64,513,163,112,60,212,88,1811,.460,.375,.797,34.1,17.9,5.1,1.6
21,2010,Craig Brackins,Iowa State University,/players/b/brackcr01.html,96,1124,572,1285,69,236,326,449,67,736,153,52,99,196,64,1539,.445,.292,.726,35.1,16.0,7.7,1.6
22,2010,Elliot Williams,University of Memphis,/players/w/williel01.html,68,1133,234,515,69,200,217,302,25,212,151,66,5,129,69,754,.454,.345,.719,33.3,11.1,3.1,2.2
23,2010,Trevor Booker,Clemson University,/players/b/booketr01.html,134,984,687,1228,23,71,328,526,89,1060,224,144,249,189,63,1725,.559,.324,.624,30.8,12.9,7.9,1.7
